FID,Name_Common,DBH_inches,CommonName,DBHLastUpd,Mapid_,TreeHeight,CrownWidth,WoodCondit,FoliageCon,HazardTree,Removal,OverRoador,Against_Ov,PruningNee,Structura2,LightningP,Lightning2,AirSpadeNe,AirSpadeDo,NextRootCo,FertilizeN,FertilizeD,SpecialSta,Pests,DateofPlan,SizeatPlan,SourceofTr,FundingBy_,Wilt_Pruf (deprecated),TrunkWrap,DateRemove,DBHatRemov,ReasonForR,Photo1,Photo2,Photo3,Notes,POINT_X,POINT_Y
643,Black Walnut,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644739.3206,1451072.422
644,Black Walnut,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644735.784,1451026.385
645,Black Walnut,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644755.3313,1451078.476
646,Black Walnut,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644768.8253,1451104.735
647,Black Walnut,22,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644757.5729,1451114.113
648,Black Walnut,36,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644795.6789,1451184.45
649,Black Walnut,28,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644766.212,1451144.14
650,Black Walnut,33,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644786.8173,1451141.17
651,Black Walnut,22,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644779.0087,1451121.276
652,American Beech,25,,2012-02-08,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645383.2905,1451457.899
653,American Beech,25,,2012-02-08,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645438.2646,1451433.222
654,American Beech,31,,2012-02-08,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645485.7915,1451410.138
655,American Beech,31,,2012-02-08,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645485.295,1451410.435
656,American Beech,29,,2012-02-08,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645535.6649,1451386.043
657,American Beech,27,,2012-02-08,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645584.2419,1451363.062
658,American Sweetgum,21,,2012-02-08,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645671.5317,1451321.09
659,Gingko,6,,2012-02-08,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645724.1821,1451349.321
660,Gingko,8,,2012-02-08,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645732.7173,1451367.394
661,Gingko,7,,2012-02-08,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645741.1734,1451385.467
662,American Sweetgum,0,,2012-02-08,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645764.8695,1451284.562
663,Black Locust,0,,2012-02-08,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645787.4598,1451330.951
664,Black Locust,40,,2012-02-08,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645809.7501,1451369.435
665,Chinese Scholartree,21,,2012-02-08,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645737.6327,1451412.905
666,Red Maple,16,,2012-02-08,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645836.1418,1451424.027
667,Red Maple,14,,2012-02-08,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645851.3459,1451457.663
668,Red Maple,11,,2012-02-08,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645893.5358,1451549.576
669,Red Maple,11,,2012-02-08,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645902.0208,1451564.53
670,Red Maple,15,,2012-02-08,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645937.2656,1451636.534
671,Red Maple,17,,2012-02-08,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645959.2335,1451683.939
672,Red Maple,14,,2012-02-08,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645969.4413,1451705.22
673,Red Maple,11,,2012-02-08,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645998.3492,1451764.928
674,Red Maple,12,,2012-02-08,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646016.739,1451802.322
675,Red Maple,10,,2012-02-08,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646027.8967,1451824.055
676,Red Maple,11,,2012-02-08,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646037.0416,1451845.652
677,Red Maple,6,,2012-02-08,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646049.8438,1451870.212
678,Red Maple,11,,2012-02-08,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646060.908,1451891.753
679,Red Maple,11,,2012-02-08,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646072.6379,1451914.678
680,Pin Oak,16,,2012-02-08,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646075.173,1451954.355
681,Austrian Pine,17,,2012-02-08,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646059.5816,1451922.527
682,Flowering Dogwood,0,,2012-02-08,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646029.7715,1451936.488
683,Pin Oak,20,,2012-02-10,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645828.2177,1451675.594
684,Hawthorn,7,,2012-02-10,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645802.7238,1451701.363
685,Serviceberry,0,,2012-02-10,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645798.1056,1451715.483
686,Serviceberry,0,,2012-02-10,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645840.7125,1451684.701
687,Crabapple,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646637.556,1452302.813
688,Crabapple,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646620.4498,1452309.574
689,Crabapple,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646601.246,1452316.923
690,Crabapple,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646584.3875,1452325.251
691,Norway Maple,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646649.5909,1452188.439
692,Red Oak,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646666.0667,1452176.179
693,White Oak,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646692.9502,1452183.237
694,White Oak,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646682.3755,1452202.101
695,American Elm,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646671.1751,1452236.211
696,Norway Maple,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646685.4201,1452248.964
697,Black Locust,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646678.1101,1452252.744
698,Norway Maple,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646687.321,1452245.238
699,Norway Maple,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646692.4455,1452248.433
700,White Oak,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646693.0154,1452258.269
701,Norway Maple,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646691.5191,1452261.537
702,Black Locust,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646705.8509,1452256.378
703,Norway Maple,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646704.2922,1452250.553
704,Norway Maple,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646703.4542,1452237.722
705,Norway Maple,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646704.3295,1452240.196
706,Norway Maple,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646696.222,1452229.45
707,Norway Maple,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646710.9537,1452217.89
708,Norway Maple,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646717.4945,1452231.349
709,Norway Maple,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646750.7658,1452215.289
710,Red Pine,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646750.114,1452223.963
711,Norway Maple,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646750.4715,1452235.951
712,White Oak,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646751.8878,1452244.229
713,Norway Maple,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646748.4732,1452219.984
714,Norway Maple,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646765.1784,1452210.835
715,Norway Maple,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646773.2949,1452206.895
716,White Oak,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646777.1208,1452205.537
717,Red Pine,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646787.1334,1452194.902
718,Red Oak,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646772.3845,1452186.493
719,Red Oak,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646778.7988,1452190.888
720,Norway Maple,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646826.969,1452183.123
721,American Elm,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646826.052,1452179.614
722,Red Oak,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646833.4263,1452189.796
723,Norway Maple,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646817.6271,1452181.3
724,American Elm,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646815.9308,1452178.496
725,Norway Maple,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646811.1457,1452174.066
726,Red Oak,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646799.7395,1452172.695
727,Red Oak,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646796.8135,1452173.769
728,Red Oak,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646797.5089,1452187.889
729,Black Cherry,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646789.2356,1452195.771
730,Austrian Pine,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646422.1871,1451998.833
731,Austrian Pine,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646413.8212,1452007.971
732,Pin Oak,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646377.9861,1452039.375
733,Austrian Pine,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646422.9065,1452008.291
734,Austrian Pine,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646435.5249,1452014.982
735,Austrian Pine,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646461.1533,1452016.28
736,Austrian Pine,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646453.3165,1452022.376
737,Red Mulberry,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646473.6177,1451980.293
738,Red Mulberry,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646473.5776,1451985.183
739,Red Oak,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646481.4336,1452001.606
740,Pin Oak,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646501.2166,1452047.707
741,Pin Oak,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646482.12,1452034.827
742,Pin Oak,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646464.2217,1452026.344
743,Pin Oak,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646446.0523,1452023.689
744,Red Oak,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646433.9179,1451987.908
745,Norway Maple,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646542.4557,1451966.862
746,Norway Maple,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646540.5567,1451960.688
747,Red Oak,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646543.1622,1451956.373
748,Black Cherry,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646549.9503,1451961.591
749,Black Cherry,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646548.9898,1451957.176
750,Norway Maple,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646528.421,1451944.083
751,Eastern Red Cedar,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646577.3284,1451941.144
752,Canadian Hemlock,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646582.1333,1451927.777
753,Canadian Hemlock,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646597.192,1451920.242
754,Eastern Red Cedar,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646611.4546,1451927.602
755,Crabapple,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646586.3776,1451867.915
756,Crabapple,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646590.7404,1451854.243
757,Crabapple,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646574.3371,1451833.686
758,Crabapple,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646571.9642,1451848.145
759,Scotch Pine,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646558.0896,1451831.232
760,Austrian Pine,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646558.4982,1451819.164
761,Austrian Pine,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646553.8839,1451798.726
762,Crabapple,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646546.78,1451794.879
763,Crabapple,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646542.8778,1451776.888
764,Crabapple,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646526.4924,1451768.667
765,Crabapple,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646517.2045,1451751.802
766,Austrian Pine,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646520.8769,1451752.086
767,Sugar Maple,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646520.5326,1451746.493
768,Crabapple,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646506.4987,1451725.187
769,Crabapple,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646494.3174,1451717.676
770,Austrian Pine,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646475.6013,1451723.161
771,Crabapple,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646468.6094,1451730.111
772,White Pine,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646445.6041,1451745.487
773,Balsam Fir,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646429.1551,1451750.104
774,Norway Maple,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646418.5468,1451750.64
775,Norway Maple,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646420.1162,1451753.015
776,Norway Maple,0,,2013-03-11,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646433.3928,1451763.648
777,Silver Maple,36,,2012-03-12,0,0,0, , ,No, ,Yes,No,1. Clean, ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , ,Large cavities,645890.6448,1452595.027
778,Canadian Hemlock,0,,2012-03-12,0,0,0, , ,No,2. Discuss,Yes,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645920.3218,1452454.683
779,Canadian Hemlock,0,,2012-03-12,0,0,0, , ,No,2. Discuss,Yes,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645918.2356,1452445.727
780,Austrian Pine,12,,2012-03-12,0,0,0, ,1-Poor,No,2. Discuss,Yes,No, , ,No,No,No, ,,No, , ,Diplodia,, , , ,No,No,,0, , , , , ,645917.6095,1452437.858
781,Austrian Pine,12,,2012-03-12,0,0,0, ,2-Fair,No,2. Discuss,Yes,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645907.9989,1452416.425
782,Canadian Hemlock,0,,2012-03-12,0,0,0, , ,No,2. Discuss,Yes,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645898.8655,1452401.733
783,Canadian Hemlock,0,,2012-03-12,0,0,0, ,1-Poor,No,2. Discuss,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645885.7861,1452394.574
784,Canadian Hemlock,0,,2012-03-12,0,0,0, ,2-Fair,No, ,Yes,No,1. Clean, ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645878.6593,1452387.396
785,American Elm,10,,2012-03-12,0,0,0, , ,No, ,Yes,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , ,Between road and sidewalk.  Replace with smaller tree.,645879.232,1452370.621
786,Canadian Hemlock,0,,2012-03-12,0,0,0, , ,No, ,Yes,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645869.6578,1452381.618
787,Canadian Hemlock,0,,2012-03-12,0,0,0, , ,No, ,Yes,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645841.4169,1452364.795
788,Canadian Hemlock,0,,2012-03-12,0,0,0, ,1-Poor,No,2. Discuss,Yes,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645831.6988,1452359.194
789,Canadian Hemlock,0,,2012-03-12,0,0,0, ,1-Poor,No,2. Discuss,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645823.9876,1452353.592
790,Canadian Hemlock,0,,2012-03-12,0,0,0, ,1-Poor,No,2. Discuss,Yes,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645816.2572,1452349.77
791,American Elm,7,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645802.366,1452327.222
792,American Elm,9,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645687.6215,1452229.47
793,American Elm,8,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645668.3148,1452208.314
794,American Elm,10,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645649.7953,1452185.287
795,Pin Oak,5,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645692.0856,1452179.192
796,Pin Oak,17,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645728.6514,1452157.544
797,Pin Oak,13,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645744.6714,1452151.161
798,Pin Oak,11,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645764.0849,1452146.177
799,Pin Oak,9,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645774.9626,1452136.928
800,Pin Oak,9,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645782.7333,1452122.617
801,Pin Oak,9,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645792.6614,1452126.5
802,Pin Oak,14,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645814.063,1452120.684
803,Pin Oak,12,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645825.8466,1452109.206
804,Pin Oak,16,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645844.0481,1452109.77
